9.333333333333332149e+00,2.799999999999999822e+00,8.650750055912497771e+01
9.500000000000000000e+00,2.799999999999999822e+00,8.615314901965828653e+01
9.666666666666666075e+00,2.799999999999999822e+00,8.579849699494708659e+01
9.833333333333332149e+00,2.799999999999999822e+00,8.551493971819550666e+01
1.000000000000000000e+01,2.799999999999999822e+00,8.523115353322647536e+01
1.016666666666666607e+01,2.799999999999999822e+00,8.473305710653593792e+01
1.033333333333333215e+01,2.799999999999999822e+00,8.430612129305499991e+01
1.050000000000000000e+01,2.799999999999999822e+00,8.387902707408855463e+01
1.066666666666666607e+01,2.799999999999999822e+00,8.323767608514513938e+01
1.083333333333333215e+01,2.799999999999999822e+00,8.273891698905083558e+01
1.100000000000000000e+01,2.799999999999999822e+00,8.216868508694578566e+01
1.116666666666666607e+01,2.799999999999999822e+00,8.145560048158128552e+01
1.133333333333333215e+01,2.799999999999999822e+00,8.095653233960197781e+01
1.150000000000000000e+01,2.799999999999999822e+00,8.038603254237717977e+01
1.166666666666666607e+01,2.799999999999999822e+00,7.974408377452951413e+01
1.183333333333333215e+01,2.799999999999999822e+00,7.931619146119410857e+01
1.200000000000000000e+01,2.799999999999999822e+00,7.888826634878834909e+01
1.216666666666666607e+01,2.799999999999999822e+00,7.846029606432188075e+01
1.233333333333333215e+01,2.799999999999999822e+00,7.817503669863886273e+01
1.250000000000000000e+01,2.799999999999999822e+00,7.803250671135339189e+01
1.266666666666666607e+01,2.799999999999999822e+00,7.788995995342888534e+01
1.283333333333333215e+01,2.799999999999999822e+00,7.789013907795037994e+01
1.300000000000000000e+01,2.799999999999999822e+00,7.796168466770524219e+01
1.316666666666666607e+01,2.799999999999999822e+00,9.673378273464854260e+01
1.333333333333333215e+01,2.799999999999999822e+00,1.107253574410076737e+02
1.350000000000000000e+01,2.799999999999999822e+00,1.211477134590325306e+02
1.366666666666666607e+01,2.799999999999999822e+00,1.245034879067338807e+02
1.383333333333333215e+01,2.799999999999999822e+00,1.132264246022736813e+02
1.400000000000000000e+01,2.799999999999999822e+00,1.050886088761415635e+02
1.416666666666666607e+01,2.799999999999999822e+00,9.759343120486229850e+01
1.433333333333333215e+01,2.799999999999999822e+00,9.380988078636472949e+01
1.450000000000000000e+01,2.799999999999999822e+00,9.116867176858019661e+01
1.466666666666666607e+01,2.799999999999999822e+00,8.888443657040554058e+01
1.483333333333333215e+01,2.799999999999999822e+00,8.774225458911949715e+01
1.500000000000000000e+01,2.799999999999999822e+00,8.702842797232584360e+01
1.516666666666666607e+01,2.799999999999999822e+00,8.645738748163095977e+01
1.533333333333333215e+01,2.799999999999999822e+00,8.617186275994848188e+01
1.550000000000000000e+01,2.799999999999999822e+00,8.595773623590130796e+01
1.566666666666666607e+01,2.799999999999999822e+00,8.581498928611559052e+01
1.583333333333333215e+01,2.799999999999999822e+00,8.567224560433822944e+01
1.600000000000000000e+01,2.799999999999999822e+00,8.545812215143244828e+01
1.616666666666666430e+01,2.799999999999999822e+00,8.517261260599860861e+01
1.633333333333333215e+01,2.799999999999999822e+00,8.488709473023267549e+01
1.650000000000000000e+01,2.799999999999999822e+00,8.460157492596671602e+01
1.666666666666666430e+01,2.799999999999999822e+00,8.410192183280506129e+01
1.683333333333333215e+01,2.799999999999999822e+00,8.360224842337670736e+01
1.700000000000000000e+01,2.799999999999999822e+00,8.317395086528323134e+01
1.716666666666666430e+01,2.799999999999999822e+00,8.246014947897435832e+01
1.733333333333333215e+01,2.799999999999999822e+00,8.196045366916284536e+01
1.750000000000000000e+01,2.799999999999999822e+00,8.138939856946747398e+01
1.766666666666666430e+01,2.799999999999999822e+00,8.067558168337822622e+01
1.783333333333333215e+01,2.799999999999999822e+00,8.017588340391804991e+01
1.800000000000000000e+01,2.799999999999999822e+00,7.967620324800586218e+01
1.816666666666666430e+01,2.799999999999999822e+00,7.910514539351650853e+01
1.833333333333333215e+01,2.799999999999999822e+00,7.874821229707347925e+01
1.850000000000000000e+01,2.799999999999999822e+00,7.839129769877048659e+01
1.866666666666666430e+01,2.799999999999999822e+00,7.810576003616320406e+01
1.883333333333333215e+01,2.799999999999999822e+00,7.796298277947727229e+01
1.900000000000000000e+01,2.799999999999999822e+00,7.789159496481720169e+01
1.916666666666666430e+01,2.799999999999999822e+00,9.644967381108254756e+01
1.933333333333333215e+01,2.799999999999999822e+00,1.102271155984216762e+02
1.950000000000000000e+01,2.799999999999999822e+00,1.234331193974172152e+02
1.966666666666666430e+01,2.799999999999999822e+00,1.237911684541237207e+02
1.983333333333333215e+01,2.799999999999999822e+00,1.124422191784043434e+02
2.000000000000000000e+01,2.799999999999999822e+00,1.019487672128496740e+02
2.016666666666666430e+01,2.799999999999999822e+00,9.659455204585408694e+01
2.033333333333333215e+01,2.799999999999999822e+00,9.281108797460875337e+01
2.050000000000000000e+01,2.799999999999999822e+00,8.945602533612625962e+01
2.066666666666666430e+01,2.799999999999999822e+00,8.788543153730168456e+01
2.083333333333333215e+01,2.799999999999999822e+00,8.681463535618892990e+01
2.100000000000000000e+01,2.799999999999999822e+00,8.602939178438016654e+01
2.116666666666666430e+01,2.799999999999999822e+00,8.567243704307945507e+01
2.133333333333333215e+01,2.799999999999999822e+00,8.552965159779131454e+01
2.150000000000000000e+01,2.799999999999999822e+00,8.545826212177256309e+01
2.166666666666666430e+01,2.799999999999999822e+00,8.545825610993303201e+01
2.183333333333333215e+01,2.799999999999999822e+00,8.545825638355134402e+01
2.200000000000000000e+01,2.799999999999999822e+00,8.538687941766168876e+01
2.216666666666666430e+01,2.799999999999999822e+00,8.531549610210073809e+01
2.233333333333333215e+01,2.799999999999999822e+00,8.517273552723264629e+01
2.250000000000000000e+01,2.799999999999999822e+00,8.495859147150295598e+01
2.266666666666666430e+01,2.799999999999999822e+00,8.467306364230276472e+01
2.283333333333333215e+01,2.799999999999999822e+00,8.438752964967046921e+01
2.300000000000000000e+01,2.799999999999999822e+00,8.381648660381986815e+01
2.316666666666666430e+01,2.799999999999999822e+00,8.338817295434432708e+01
2.333333333333333215e+01,2.799999999999999822e+00,8.288849457523606645e+01
2.350000000000000000e+01,2.799999999999999822e+00,8.224605537453592774e+01
2.366666666666666430e+01,2.799999999999999822e+00,8.167498106373929545e+01
2.383333333333333215e+01,2.799999999999999822e+00,8.117529003920486730e+01
2.400000000000000000e+01,2.799999999999999822e+00,8.046147353427959104e+01
